RESPNUM_FK,comment_field,comment_group,comment_code,Comment,Sentiment
874,Q8COM1,Q8,204,Streamline customs/immigration; lines too long,Negative
880,Q8COM1,Q8,1,General positive comment / everything is great,Positive
886,Q8COM1,Q8,1,General positive comment / everything is great,Positive
887,Q8COM1,Q8,3,Airport is OK / average (general),Neutral
889,Q8COM1,Q8,1,General positive comment / everything is great,Positive
891,Q8COM1,Q8,71,Approach signs inaccurate (which airline at which terminal),Negative
892,Q8COM1,Q8,1,General positive comment / everything is great,Positive
895,Q8COM1,Q8,102,Wider selection of restaurants,Negative
896,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
898,Q8COM1,Q8,204,Streamline customs/immigration; lines too long,Negative
900,Q8COM1,Q8,72,Approach by car too congested,Negative
903,Q8COM1,Q8,73,Expand pickup/dropoff points for TNCs,Negative
906,Q8COM1,Q8,1,General positive comment / everything is great,Positive
910,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
911,Q8COM1,Q8,201,Security lines too long,Negative
912,Q8COM1,Q8,1,General positive comment / everything is great,Positive
913,Q8COM1,Q8,201,Security lines too long,Negative
914,Q8COM1,Q8,151,Wider selection of shops,Negative
915,Q8COM1,Q8,17,More facilities for families / children,Negative
918,Q8COM1,Q8,102,Wider selection of restaurants,Negative
920,Q8COM1,Q8,2,Comments about the survey itself,Neutral
921,Q8COM1,Q8,60,Could not find information booths / staff,Negative
923,Q8COM1,Q8,31,Need more seating at boarding areas,Negative
924,Q8COM1,Q8,17,More facilities for families / children,Negative
929,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
930,Q8COM1,Q8,7,Update older areas / airport seems outdated,Negative
931,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
933,Q8COM1,Q8,992,Positive comment about restaurants/food,Positive
935,Q8COM1,Q8,62,Airport easy to get around / great layout / clean,Positive
938,Q8COM1,Q8,1,General positive comment / everything is great,Positive
941,Q8COM1,Q8,109,More high‑end restaurants,Negative
942,Q8COM1,Q8,102,Wider selection of restaurants,Negative
943,Q8COM1,Q8,102,Wider selection of restaurants,Negative
945,Q8COM1,Q8,208,Security staff polite/helpful/efficient,Positive
948,Q8COM1,Q8,63,Better signage/directions (general),Negative
949,Q8COM1,Q8,102,Wider selection of restaurants,Negative
958,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
959,Q8COM1,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
960,Q8COM1,Q8,33,More ATMs / currency exchange / water refill / fountains,Negative
961,Q8COM1,Q8,33,More ATMs / currency exchange / water refill / fountains,Negative
965,Q8COM1,Q8,102,Wider selection of restaurants,Negative
966,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
968,Q8COM1,Q8,56,Could not find gate / signage insufficient,Negative
971,Q8COM1,Q8,20,Open shops / currency / info booths earlier,Negative
977,Q8COM1,Q8,1,General positive comment / everything is great,Positive
978,Q8COM1,Q8,1,General positive comment / everything is great,Positive
981,Q8COM1,Q8,502,Airline staff rude / not helpful,Negative
983,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
985,Q8COM1,Q8,152,Add a specific type of store,Negative
987,Q8COM1,Q8,1,General positive comment / everything is great,Positive
989,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
992,Q8COM1,Q8,19,Add more ‘things to do’ / interactive spaces,Negative
998,Q8COM1,Q8,1,General positive comment / everything is great,Positive
999,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
1000,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1003,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
1006,Q8COM1,Q8,103,More casual/fast food options,Negative
1007,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1009,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1010,Q8COM1,Q8,17,More facilities for families / children,Negative
1012,Q8COM1,Q8,8,Staff (general) are great / excellent customer service,Positive
1013,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1014,Q8COM1,Q8,203,Security process too confusing,Negative
1015,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1016,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1017,Q8COM1,Q8,71,Approach signs inaccurate (which airline at which terminal),Negative
1018,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1020,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1022,Q8COM1,Q8,22,More / cleaner restrooms / fix facilities,Negative
1023,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1024,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1026,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1031,Q8COM1,Q8,42,Carpeting makes rolling luggage hard / escalators with bags difficult,Negative
1032,Q8COM1,Q8,3,Airport is OK / average (general),Neutral
1033,Q8COM1,Q8,105,Improve quality of food,Negative
1034,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1036,Q8COM1,Q8,62,Airport easy to get around / great layout / clean,Positive
1039,Q8COM1,Q8,63,Better signage/directions (general),Negative
1041,Q8COM1,Q8,63,Better signage/directions (general),Negative
1042,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
1043,Q8COM1,Q8,107,"More diet options (vegan, halal, gluten‑free)",Negative
1044,Q8COM1,Q8,105,Improve quality of food,Negative
1045,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
1046,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1047,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1049,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
1051,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
1058,Q8COM1,Q8,25,Add / bring back smoking areas,Negative
1059,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1062,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1063,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1064,Q8COM1,Q8,504,Need bigger plane / stop overbooking,Negative
1065,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1068,Q8COM1,Q8,31,Need more seating at boarding areas,Negative
1070,Q8COM1,Q8,60,Could not find information booths / staff,Negative
1071,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
1072,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
1073,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1078,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1079,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
1080,Q8COM1,Q8,10,Provide better service to those with disabilities,Negative
1083,Q8COM1,Q8,63,Better signage/directions (general),Negative
1086,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1087,Q8COM1,Q8,3,Airport is OK / average (general),Neutral
1088,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
1089,Q8COM1,Q8,151,Wider selection of shops,Negative
1090,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
1092,Q8COM1,Q8,72,Approach by car too congested,Negative
1093,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1094,Q8COM1,Q8,22,More / cleaner restrooms / fix facilities,Negative
1095,Q8COM1,Q8,105,Improve quality of food,Negative
1097,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1099,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1105,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1106,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1109,Q8COM1,Q8,104,"Add specific restaurant types (e.g., Asian, breakfast, pizza)",Negative
1111,Q8COM1,Q8,201,Security lines too long,Negative
1112,Q8COM1,Q8,64,Takes too long to get to gate (overall),Negative
1113,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
1114,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1115,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1117,Q8COM1,Q8,61,Info booth personnel could not help / wrong info,Negative
1118,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
1119,Q8COM1,Q8,62,Airport easy to get around / great layout / clean,Positive
1120,Q8COM1,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
1121,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1122,Q8COM1,Q8,201,Security lines too long,Negative
1123,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
1125,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1127,Q8COM1,Q8,72,Approach by car too congested,Negative
1128,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
1129,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1130,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1131,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
1133,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1137,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1138,Q8COM1,Q8,151,Wider selection of shops,Negative
1139,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
1140,Q8COM1,Q8,104,"Add specific restaurant types (e.g., Asian, breakfast, pizza)",Negative
1141,Q8COM1,Q8,58,Add more walkways / connect terminals / better directions,Negative
1142,Q8COM1,Q8,105,Improve quality of food,Negative
1143,Q8COM1,Q8,31,Need more seating at boarding areas,Negative
1146,Q8COM1,Q8,63,Better signage/directions (general),Negative
1149,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1151,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1154,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1159,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1160,Q8COM1,Q8,13,Luggage carts: more / free / available after security,Negative
1161,Q8COM1,Q8,22,More / cleaner restrooms / fix facilities,Negative
1163,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1165,Q8COM1,Q8,151,Wider selection of shops,Negative
1167,Q8COM1,Q8,59,AirTrain signage nonexistent / confusing,Negative
1171,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1181,Q8COM1,Q8,58,Add more walkways / connect terminals / better directions,Negative
1185,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1187,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1188,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
1189,Q8COM1,Q8,53,Boarding signs rotate too quickly / text too small,Negative
1195,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
1198,Q8COM1,Q8,151,Wider selection of shops,Negative
1201,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1202,Q8COM1,Q8,153,Improve store staff customer service,Negative
1203,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1204,Q8COM1,Q8,63,Better signage/directions (general),Negative
1205,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1206,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1208,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1211,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
1212,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1214,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1216,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1217,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1223,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1224,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1225,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1226,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1227,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1230,Q8COM1,Q8,31,Need more seating at boarding areas,Negative
1232,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1234,Q8COM1,Q8,72,Approach by car too congested,Negative
1237,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1238,Q8COM1,Q8,502,Airline staff rude / not helpful,Negative
1239,Q8COM1,Q8,62,Airport easy to get around / great layout / clean,Positive
1240,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1241,Q8COM1,Q8,105,Improve quality of food,Negative
1242,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1244,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
1247,Q8COM1,Q8,63,Better signage/directions (general),Negative
1249,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1251,Q8COM1,Q8,12,Elevators / escalators / people movers broken,Negative
1254,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1255,Q8COM1,Q8,59,AirTrain signage nonexistent / confusing,Negative
1257,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1258,Q8COM1,Q8,53,Boarding signs rotate too quickly / text too small,Negative
1259,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1260,Q8COM1,Q8,22,More / cleaner restrooms / fix facilities,Negative
1262,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1263,Q8COM1,Q8,4,Don’t know / don’t come enough to know,Neutral
1264,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1265,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1267,Q8COM1,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
1268,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1270,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
1271,Q8COM1,Q8,16,Add place to nap / sleep,Negative
1272,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1275,Q8COM1,Q8,201,Security lines too long,Negative
1276,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1277,Q8COM1,Q8,41,Improve communications on gate changes / delays,Negative
1279,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1280,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
1281,Q8COM1,Q8,31,Need more seating at boarding areas,Negative
1283,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1285,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1287,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
1288,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
1289,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
1290,Q8COM1,Q8,1,General positive comment / everything is great,Positive
1292,Q8COM1,Q8,504,Need bigger plane / stop overbooking,Negative
1293,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
1294,Q8COM1,Q8,22,More / cleaner restrooms / fix facilities,Negative
1296,Q8COM1,Q8,102,Wider selection of restaurants,Negative
1298,Q8COM1,Q8,7,Update older areas / airport seems outdated,Negative
1301,Q8COM1,Q8,7,Update older areas / airport seems outdated,Negative
